Unnamed: 0,Unnamed: 0.1,名称,别名,Taste,Type,Function,Effect,摘自,Unnamed: 9
6881,6881,紫金莲,转子莲、紫金标、搬倒甑、蓝花草、蓝花丹、蓝花过节、蓝花矮陀、蓝花对节兰、蓝花狗骨节、牛癞子棵、九节莲、舒筋、月月花、大吉力、花格草、假玉竹、铁狮岩陀、对节兰、普普红、叶叶兰、板倒甑、七星箭,温、甘、辛、毒,肝,行气活血止痛,脘腹胁痛、跌打损伤、骨折,中华本草,missing
6882,6882,紫金标,红花紫金标、九节莲、对节兰、蓝花岩陀、风湿草、小蓝雪、攀倒甑岩五姜、东南菊,温、苦、辛、毒,心、脾,祛风湿、止痛、通经络,风湿麻木、脘腹胁痛、跌打损伤、骨折、脉管炎、腮腺炎,中华本草,missing
6883,6883,紫花鱼灯草,天奎草、千年老鼠矢、爆竹花、断肠草、羊不吃、野芹菜、烫伤草。,寒、苦、辛、毒,肺、胃,解毒、杀虫,疮疡肿毒、疥癞顽癣、湿疹、毒蛇咬伤,中华本草,missing
6884,6884,紫花一炷香,臭野芝麻,凉、苦、辛,missing,解毒、止痛、理气、清热,风热感冒、口疮、脘腹胀痛,中华本草,missing
6885,6885,紫花卫矛,missing,凉、苦,missing,散瘀、解毒、止痛、清热,跌打损伤、淋巴结核、疔肿恶疮,中华本草,missing
6886,6886,紫花络石,藤序络石、牛角藤、掰果、银丝藤、牛藤、车藤、藤杜仲、白九牛藤,温、苦、辛、毒,肺、肝,解表、活络、止痛、祛风,感冒头痛、咳嗽、风湿痹痛、跌打损伤,中华本草,missing
6887,6887,紫花芥子,missing,寒、苦、辛,missing,祛痰、定喘、行水、泻肺,咳逆痰多、胸腹积水、胸胁胀满、肺痈,中华本草,missing
6888,6888,紫花地丁,堇堇菜、箭头草，地丁、角子，独行虎，地丁草，宝剑草，犁头草，紫地丁、免耳草，金前刀，小角子花。,寒、苦、辛,心、肝,解毒、凉血、消肿、清热,用于疔疮肿毒、痈疽发背、丹毒、毒蛇咬伤,中华本草,missing
6889,6889,紫红鞭,missing,平、苦,missing,解毒、凉血、止血、清热,痢疾、吐血、便血、崩漏,中华本草,missing
6890,6890,紫河车,胞衣、人胞、混沌皮、仙人衣、混沌衣、混元丹、佛袈裟、胎衣,温、咸、甘,肺、肾、肝,补肾、养血、益气、益精,虚劳赢瘦、虚喘劳嗽、气虚无力、血虚面黄、阳痿遗精、不孕少乳,中华本草,missing
6891,6891,紫葛,见肿消、梦中消、见毒消、外红消、山葫芦蔓子、老鸹眼、褶文秧。,寒、苦、甘、毒,missing,散瘀、解毒、通络、补虚、清热,产后心烦口渴、中风半身不遂、跌打损伤、痈肿恶疮,中华本草,missing
6892,6892,紫革耳,光革耳,温、淡,missing,追风、活络、舒筋、散寒,腰腿疼痛、手足麻木、筋络不舒、四肢抽搐,中华本草,missing
6893,6893,紫椴,missing,凉、辛,missing,清热、解表,感冒发热、口腔炎、喉炎、肾盂肾炎,中华本草,missing
6894,6894,紫杜鹃,missing,温、苦、辛,肺、大肠,祛痰、止痛、消肿、止咳,咳嗽多痰、气喘、跌打损伤、对口疮,中华本草,missing
6895,6895,紫丁香,missing,寒、苦,胃、胆、肝,退黄、解毒、利湿、清热,急性泻痢、黄疸型肝炎、火眼、疮疡,中华本草,missing
6896,6896,紫靛,蓝花草、吐红草、地狗胆、青藤、刺牛膝、白牛膝、假红蓝、洋杜鹃,凉、苦、辛,missing,解毒、利湿、清肺、化痰、消肿、祛风,肺热咳嗽、百日咳、风湿疼痛、风疹身痒、黄水疮、小便淋痛、跌打瘀肿、痈肿疮疖,中华本草,missing
6897,6897,紫弹树枝,missing,寒、甘,missing,止痛、通络,腰背酸痛,中华本草,missing
6898,6898,紫弹树叶,missing,寒、甘,missing,解毒、清热,疮毒溃烂,中华本草,missing
6899,6899,紫弹树根皮,missing,寒、甘,missing,祛痰、解毒、消肿、止咳,乳痈肿痛、痰多咳喘,中华本草,missing
6900,6900,紫椿,missing,温、苦、涩、甘,missing,燥湿、止血、杀虫,溃疡病、胃、肠道出血、血崩、痢疾、肠炎、皮肤瘙痒、痈疖、痔疮,中华本草,missing
6901,6901,紫草茸,赤胶、 紫铆、紫矿、 紫梗、紫胶、虫胶、,平、咸、甘,肺、肝,凉血、解毒、清热,麻疹、斑疹不透、月经过多、崩漏、疮疡、湿疹,中华本草,missing
6902,6902,紫草,藐、茈草、紫丹、紫芺、地血、紫草茸、鸦衔草、紫草根、 山紫草、红石根、野紫草、野麻灯、大紫草、红紫草、紫根、紫草根子、红条紫草,寒、苦,心、肝,解毒、透疹、凉血、活血,斑疹、麻疹、吐血、衄血、尿血、紫癜、黄疸、痈疽、烫伤,中华本草,missing
6903,6903,紫菜,索菜、紫英、子菜、乌菜,寒、咸、甘,肺、膀胱、脾,利咽、除湿、除烦、软坚、利水、化痰、养心、止咳,瘿瘤、脚气、水肿、咽喉肿痛、咳嗽、烦躁失眠、小便淋痛、泻痢,中华本草,missing
6904,6904,紫背绿,不待劳,凉、苦,missing,解毒、止痛、消肿、清热,咽喉肿痛、脘胁胀痛、风湿痹痛、跌打损伤,中华本草,missing
6905,6905,紫背金盘草,破血丹、筋骨草、石灰菜、九味草、散瘀草、散血丹、退血草、散血草,寒、苦、辛,missing,散瘀、解毒、凉血、止痛、消肿、清热,肺热咳嗽、咳血、咽喉肿痛、乳痈、肠痈、疮疖出血、跌打肿痛、外伤出血、水火烫伤、毒蛇咬伤,中华本草,missing
6906,6906,紫背草根,missing,寒、苦、辛、毒,missing,散瘀、解毒、止血、清热,热淋、疮疡、烫伤、湿疹、跌打损伤、内外伤出血,中华本草,missing
6907,6907,紫背草,紫背鹿含草、紫背天葵、紫背鹿衔草、反背红、草本及背红、天青地红、老母猪花头、反背绿丸,平、辛,missing,调经、活血,月经不调、产后腹痛、跌打损伤,中华本草,missing
6908,6908,紫贝,文贝、砑螺、紫贝子、南蛇牙齿、狗支螺、紫贝齿、紫贝止、贝齿、海巴,平、咸,心、肝,安神、镇惊、平肝明,小儿高热抽搐、头晕目眩、惊悸心烦、失眠多梦、目赤肿痛、热毒目翳,中华本草,missing
6909,6909,紫八宝,missing,平、苦、涩、甘,肺、心、肾,心肾解毒、敛疮、镇痛、补益、清热、祛风,疮疡痈疽、瘰疬、痔核、感冒头痛、风寒痹痛、痛风、肺炎、肺结核、心悸、虚劳、阳萎、妇女不孕、癫痫、神经障碍、便秘、虫积、食积、腱鞘炎,中华本草,missing
6910,6910,装饰卷柏,缘毛卷柏、毛鹿卷柏、大理卷柏,凉、苦,大肠、胃、胆,通经、活络、利湿、清热,肝炎、胆囊炎、痢疾、肠炎、肺痈、风湿性关节炎、烫火伤,中华本草,missing
6911,6911,掌叶蓼,屈草、猪草、大辣蓼、九龙天子,凉、苦、酸,missing,止血、清热,吐血、衄血、崩漏、赤痢、外伤出血,中华本草,missing
6912,6912,掌裂蟹甲草,虎草、羊角天麻,苦、辛,missing,除湿、解表、散瘀、通络、疏风、活血,感冒关痛、发热咳嗽、腰腿疼痛、跌打损伤,中华本草,missing
6913,6913,酢浆草,酸箕、三叶酸草、酸母草、鸠酸草、小酸茅、雀林草、酸浆、赤孙施、酸啾啾、田字草、酸浆草、雀儿草、酸母草、酸饺草、小酸苗、酸草、三叶酸、三角酸、雀儿酸、斑鸠草、酸味草、酸迷迷草、三叶酸浆、酸酸草、酸斑苋、咸酸草、酸酢草、酸得溜、铺地莲、酸梅草、三叶破铜钱、黄花梅、满天星、黄花草、六叶莲、野王瓜草、王瓜酸、冲天泡、长血草、酸芝草、酸批子、东阳火草、水晶花、蒲瓜酸、鹁鸪酸、斑鸠酸、三梅草、老鸦酸。,寒、酸,大肠、小肠,无,missing,中华本草,missing
6914,6914,锥螺厣,missing,平、咸,missing,明目、清热,结膜炎,中华本草,missing
6915,6915,锥螺壳,missing,平、咸,missing,解毒、清热,痔疮,中华本草,missing
6916,6916,锥连栎,黄栗,温、苦、涩,missing,止咳、平喘,感冒、咳嗽痰多、气喘,中华本草,missing
6917,6917,雉子筵根,missing,平、苦、甘,肺、肝,止血,月经过多，功能性子宫出血，子宫肌瘤出血，产后出血及避孕药引起的出血,中华本草,missing
6918,6918,雉子筵,莓叶委陵菜，瓤子、满山红、毛猴子、软梗蛇扭、经如草、菜瓢子,温、甘,肺、脾,养阴清热、活血化瘀,疝气，干血痨,中华本草,missing
6919,6919,雉尾,missing,温、甘,肝,解毒,丹毒、中耳炎,中华本草,missing
6920,6920,雉脑,missing,温、甘,肺,敛疮、化瘀,冻疮,中华本草,missing
6921,6921,雉肝,missing,凉、苦、咸,脾、肝,消疳,小儿疳积,中华本草,missing
6922,6922,雉,华虫、疏趾、野鸡、雉鸡,温、甘、酸,胃、脾、肝,止渴、补中、益气、生津,脾虚泄痢、胸腹胀满、消渴、小便频数、痰喘、疮瘘,中华本草,missing
6923,6923,蜇虫,地鳖、土鳖、过街、簸箕虫、蚵蚾虫、地鳖虫、地蜱虫、地乌龟、土元、土鳖虫、臭虫母、盖子虫、土虫、节节虫、蚂蚁虎,寒、咸、毒,肝,破血、续筋、接骨、逐瘀,血瘀经闭，症瘕积块、跌打瘀肿、筋骨骨折、木舌重舌,中华本草,missing
6924,6924,照山白,万经棵、铁石茶、达子香、兰荆、药芦,温、苦、辛、毒,missing,调经、通络、止痛、化痰、止咳、祛风,咳喘痰多、风湿痹痛、腰痛、月经不调、痛经、骨折,中华本草,missing
6925,6925,詹糖香,missing,温、辛,missing,除湿、解毒、杀虫、祛风,风水、恶疮、疥癣,中华本草,missing
6926,6926,粽粑叶,冬叶、粽叶,寒、甘、淡,missing,解毒、凉血、利尿、止血、清热,感冒发热、痢疾、吐血、衄血、血崩、口腔溃烂、音哑、小便不利,中华本草,missing
6927,6927,槠子皮叶,missing,missing,missing,止血、敛疮,产妇血崩、臁疮???,中华本草,missing
6928,6928,槠子,苦槠子,平、苦、涩、甘,missing,止渴、止泻、生津、涩肠,泄泻、痢疾、津伤口渴、伤酒,中华本草,missing
6929,6929,蜘蛛香,马蹄香、鬼见愁、豆鼓菜根、九转香、雷公七、小马蹄香、臭狗药、磨脚花、连香草、香草子、养血莲、臭药、乌参、大救驾,温、苦、辛,missing,理气和中、活血、散寒除湿、消肿,脘腹胀痛、小儿疳积、风寒湿痹、肢气水肿、月经不调、跌打损伤、疮疖,中华本草,missing
6930,6930,蜘蛛网,蜘蛛膜、蜘蛛丝,寒、毒,肝,止血、消疣赘,吐血、金疮出血、疣赘、血瘤、痔瘘,中华本草,missing
6931,6931,蜘蛛蜕壳,蜘蛛壳,寒、毒,胃、脾,止血、杀虫,虫牙、牙疳出血,中华本草,missing
6932,6932,蜘蛛果茎叶,missing,平、苦、甘,missing,散结、止痛、益气、补虚、被动瘀止血,肺劳咳嗽、吐血、崩漏、白带、瘰疬、疝气,中华本草,missing
6933,6933,蜘蛛抱蛋,一帆青、飞天蜈蚣、哈萨喇、竹叶伸筋、大九龙盘、竹叶盘、九龙盘、赶山鞭、蓼叶伸筋、大伸筋、摇边竹、甘心蜈蚣、地蜈蚣、九节龙、一寸十八节、竹根七、土里蜈蚣、地雷公、入地蜈蚣、石上剑、山蜈蚣。,寒、甘、辛,missing,活血、止痛、清肺、利尿、通淋、止咳,跌打损伤、风湿痹痛、腰痛、经闭腹痛、肺热咳嗽、砂淋、小便不利,中华本草,missing
6934,6934,蜘蛛,次蠹、蛛蝥、蠾 螋、蝳蜍、网工、蝃蝥、社公、网虫、扁蛛、圆蛛、癞癞蛛、蛛蛛、,寒、苦、毒,肝,解毒、散结、消肿、祛风,中风口噤、小儿慢惊、口噤、疳积、喉风肿闭、牙疳、聤耳、痈肿疔毒、瘰疬、恶疮、痔漏、脱肛、蛇虫咬伤,中华本草,missing
6935,6935,榛子花,missing,missing,missing,止血、消肿、敛疮,外伤出血、冻伤、疮疖,中华本草,missing
6936,6936,榛子,槌子、山反栗,平、甘,missing,健脾和胃、润肺止咳,病后体弱、脾虚泄泻、食欲不振、咳嗽,中华本草,missing
6937,6937,獐牙菜,方茎牙痛草、凉荞、绿茎牙痛草、双斑獐牙菜、大车前、水红菜、翳子草、黑节苦草、黑药黄、走胆草、紫花青叶胆,寒、苦、辛,心、胃、肝,疏肝、解毒、利胆、利湿、清热,急、慢性肝炎、胆囊炎、感冒发热、咽喉肿痛、牙龈肿痛、尿路感染、肠胃炎、痢疾、火眼、小儿口疮,中华本草,missing
6938,6938,獐髓,missing,温、咸、甘,脾,益精泽肽、补虚、祛风,虚劳赢弱、面无光泽、皮肤枯燥,中华本草,missing
6939,6939,獐肉,missing,温、甘,脾,补虚、祛风,外病虚损、消渴、乳少、口僻、腰腿痹痛,中华本草,missing
6940,6940,獐骨,missing,温、甘,脾、肾,益精髓、补虚损,虚损腰酸、滑精,中华本草,missing
6941,6941,獐耳细辛,幼肺三七,平、苦,missing,活血、杀虫、止痒、祛风,筋骨酸痛、癣疮,中华本草,missing
6942,6942,醉针茅根,missing,平、苦,missing,解毒、消肿,疮疡肿毒、腮腺炎,中华本草,missing
6943,6943,醉针茅,药老、药草、米米蒿,平、苦,missing,止痛、消肿,关节肿痛,中华本草,missing
6944,6944,醉鱼草花,missing,温、苦、辛、毒,肺、胃、脾,截疟、解毒、祛痰,痰饮喘促、疟疾、疳积、烫伤,中华本草,missing
6945,6945,醉鱼草,鱼尾草、醉鱼儿草、（木鹿）木、闹鱼花、痒见消、四方麻、阳包树、鱼鳞子、药杆子、驴尾草、羊尾巴、防痛树、鸡公尾、毒鱼藤、鲤鱼花草、药鳗老醋、野巴豆、老阳花、萝卜树子、药鱼子、土蒙花、花玉成、四棱麻、羊饱药、羊白婆、金鸡尾、洞庭草、白皮消、铁帚尾、红鱼波、红鱼皂、铁线尾、四季青、白袍花、糖茶、水泡木、雉尾花、楼梅草、鱼泡草、鱼藤草、洋波、鱼背子花、一串花、狗头鹰、红鱼（鱼可）、鱼白子花、野刚子鱼尾子、鱼花草、毒鱼草,温、苦、辛、毒,missing,化骨硬、驱虫、祛风解毒,痄腮、痈肿、瘰病、蛔虫病、钩虫病、诸鱼骨鲠,中华本草,missing
6946,6946,醉魂藤,野豇豆、老鸦花、对叶羊角扭,平、苦,肾、肝,宣壅逐湿、疗疟、辟秽,脚气麻木酸痛无力、胎毒疮疹、疟疾,中华本草,missing
6947,6947,樟树叶,樟叶,温、辛,肺、心、脾,除湿、解毒、杀虫、祛风,风湿痹痛、胃痛、水火烫伤、疮疡肿毒、慢性下肢溃疡、疥癣、皮肤瘙痒、毒虫咬伤,中华本草,missing
6948,6948,樟树皮,香樟树皮、樟皮、樟木皮,温、苦、辛,肺、胃、脾,除湿、和中、疗疮、杀虫、暖胃、祛风,风湿痹痛、胃脘疼痛、呕吐泄泻、脚气肿痛、跌打损伤、疥癣疮毒、毒虫螫伤,中华本草,missing
6949,6949,樟脑,韶脑、潮脑、脑子、油脑、树脑,热、辛、毒,心、脾,通关窍、辟秽、利滞气、止痛、杀虫、消肿、止痒、辟浊,热病神昏、中恶猝倒，痧胀吐泻腹痛、寒湿脚气、疥疮顽癣、秃疮、冻疮、臁疮、水火烫伤、跌打伤痛、牙痛、风火赤眼,中华本草,missing
6950,6950,樟木钻,野八角、石莽草,温、苦、辛、毒,missing,散瘀、止痛、消肿、祛风,风湿骨痛、跌打损伤、骨折,中华本草,missing
6951,6951,樟木子,樟扣、樟子、樟木蔻、樟树果,温、辛,missing,和中、止痛、温胃、理气、散寒、祛风,脘腹冷痛、寒湿吐泻、气滞腹胀、脚气,中华本草,missing
6952,6952,樟木,樟树、香樟木、吹风散,温、辛,脾、肝,温中、通络、活血、理气、散寒、祛风,风寒感冒、胃寒胀痛、寒湿吐泻、风湿痹痛、脚气、跌打伤痛、疥癣风痒,中华本草,missing
6953,6953,樟柳头,白石笋、广东商陆、观音姜、山冬笋、横柯、像甘庶、老妈妈拐棍、毛姜、石笋,寒、辛、毒,肾,解毒、利水、消肿、清热,水肿膨胀、淋症、白浊、痈肿恶疮,中华本草,missing
6954,6954,樟梨子,樟梨、香樟子、樟树梨,温、辛,胃、肝,温中、止痛、健胃、理气,胃寒脘腹疼痛、食滞腹胀、呕吐腹泻、疮肿,中华本草,missing
6955,6955,樟梨,油梨,missing,missing,生津、止渴,糖尿病,中华本草,missing
6956,6956,樝子,和圆子、樝、西南木瓜、木挑、狭叶木瓜、木瓜海棠。,平、涩、酸,大肠、胃、脾,舒筋活络、和胃化湿,呕吐腹泻，腰膝酸痛，脚气肿痛，腓肠肌痉挛,中华本草,missing
6957,6957,鲻鱼,子鱼、白眼、梭鱼、乌鲻、黑耳鲻、乌仔鱼、犬鱼、知鱼、脂鱼、乌头鱼,平、甘,肺、胃、脾,消食、散瘀、开胃、止痛、益气、健脾,脾胃虚弱，消化不良、小儿疳积、贫血、百日咳、产后瘀血、跌打损伤,中华本草,missing
6958,6958,鹧鸪脂,鹧鸪脂膏,温、甘、辛,胃,润肤,皮肤皲裂、冻疮,中华本草,missing
6959,6959,鹧鸪血,missing,温、甘,肾,凉血、止血,尿血,中华本草,missing
6960,6960,鹧鸪脚,missing,温、甘,肾,止痛、消肿,中耳炎,中华本草,missing
