Name,Label,Other_Name,Taste,Type,Effect,Treat
赤腹松鼠,8,红腹松鼠、松鼠,甘、咸、平,肺、肝,活血、调经、行气、止痛,"['跌打伤痛', '骨折', '月经不调', '闭经', '痛经']"
光明盐,8,石盐、圣石、水晶盐,咸、平,肝、肾,祛风、明目、消食、化积、解毒,"['目赤肿痛', '泪眵多', '食积脘胀', '食物中毒']"
鸱骨,8,0,咸、凉,肺、肾,止血,['鼻衄']
麒麟菜,8,鸡脚菜、鹿角菜、鸡胶菜,咸、平,肺、肾,消痰、清热,"['瘰疬', '咳嗽', '瘿瘤', '痔疮']"
狗血,8,狗,咸、温,肺、心、肝,补虚劳、散瘀、止血、定惊痫、解毒,"['虚劳吐血', '惊风癫疾', '下痢腹痛', '疔疮']"
脆蛇,8,碎蛇、银蛇、金蛇、地鲜、蝎蛇、金星地鳝、金星鳝、片蛇、蛇蜥、无脚蜥、蜴蛇,咸、平,肝、脾、肾,祛风、除湿、舒筋、活络,"['风湿疼痛', '头晕目眩']"
大避债蛾,8,皮虫、大蓑蛾、昂吊虫、袋蛾、袋子虫、吊袋蛾,咸、苦、寒,心、肺、肝,清热、解毒、消肿、止痛、生肌、敛疮,['痈肿疮毒']
狗宝,8,狗结石,甘、咸、平,脾、胃、心,降逆气、开郁结、解毒,"['噎膈反胃', '痈疽疮疡']"
鹤肉,8,丹顶鹤、鹤、白鹤、仙鹤、仙禽、胎禽,咸、平,肺、脾、肾,益气、解热,['消渴']
狗齿,8,狗,甘、咸、平,肺、心、肝,镇痉、祛风、解毒,"['癫痫', '风痱', '发背', '痘疹']"
獐髓,8,0,甘、咸、温,脾,补虚、益精、祛风、泽肽,"['虚劳赢弱', '面无光泽', '皮肤枯燥']"
猪脬,8,猪尿胞、猪胞、猪小肚,甘、咸、平,膀胱,止渴、缩尿、除湿,"['消渴', '遗尿', '疝气坠痛', '阴囊湿疹', '阴茎生疮']"
绿盐,8,石绿、盐绿,咸、苦、辛、平,肝,0,"['眼目生翳', '亦涩昏暗', '泪多眵多']"
珍珠母,8,真珠母、明珠母、珠牡、珠母,咸、寒,肝、心,平肝、潜阳、定惊、明目,"['头痛眩晕', '烦躁失眠', '肝热目赤', '肝虚目昏']"
狗脑,8,狗脑髓,甘、咸、平,肺、肝,祛风、止痛、解毒、敛疮,"['头风痹痛', '下部慝疮', '鼻中息肉', '狂犬咬伤']"
羖羊角,8,0,咸、凉,肝、心,清热、镇惊、明目、解毒,"['小儿惊痫', '风热头痛', '烦闷', '吐血', '青盲', '肿毒']"
绿结鸡骨,8,0,甘、咸、微温,肝、肾,强筋、壮骨,"['风湿骨痛', '跌打损伤']"
蟑螂,8,偷油婆、蜚蠊、蜚、蠦蜰、飞蟅、负盘、石姜、滑虫、茶婆虫、香娘子、赃郎、酱虫、黄贼,咸、寒,肝、脾、肾,散瘀、化积、解毒,"['症瘕积聚', '小儿疳积', '喉痹', '乳蛾', '痈疮肿毒', '虫蛇咬伤']"
蛤蜊粉,8,蛤粉、海蛤粉,咸、寒,肺、肾,清热、利湿、化痰、软坚,"['痰饮喘咳', '水气浮肿', '胃痛呕逆', '白浊', '崩中', '带下', '瘿瘤', '烫伤']"
大青盐,8,青盐、石盐、戎盐、胡盐、秃登盐、阴土盐、寒盐、冰石、羌盐、岩盐,咸、寒,心、肾、肝、肺、膀胱,凉血、明目,"['吐血', '衄血', '尿血', '外目赤肿痛', '牙痛']"
牛皮,8,0,咸、平,肺、膀胱,利水、消肿、解毒,"['水肿', '腹水', '尿少', '痈疽疮毒']"
鼠标蛇,8,草锦蛇、黄闺蛇、水律蛇、水南蛇、长标蛇,甘、咸、平,肝、肾,祛风、止痛、舒筋、通络,"['风湿痹证', '肢体麻木', '瘫痪']"
狗心,8,0,甘、咸、温,心、肝、肺,安神、祛风、止血、解毒,"['气郁不舒', '风痹', '鼻衄', '下部疮']"
珍珠,8,真朱、真珠、蚌珠、珠子、濂珠、蚌珠、真珠子、药珠,甘、咸、寒,心、肝,安神、定惊、明目、消翳、解毒、生肌,"['惊悸失眠', '惊风癫痫', '目生云翳', '疮疡不敛']"
鼠肾,8,鼠印,咸、微甘、平,心、肝,镇惊、安神、疏肝、理气,"['小儿惊风', '狐疝']"
雉肝,8,0,微苦、咸、凉,肝、脾,消疳,['小儿疳积']
狼膏,8,狼脂、狼油,甘、咸、温,肺、脾、胃,祛风、补虚、润肤,"['风痹', '肺痨', '老年咳喘', '皮肤皲裂', '秃疮']"
蜇虫,8,地鳖、土鳖、过街、簸箕虫、蚵蚾虫、地鳖虫、地蜱虫、地乌龟、土元、土鳖虫、臭虫母、盖子虫、土虫、节节虫、蚂蚁虎,咸、寒,肝,破血、逐瘀、续筋、接骨,"['血瘀经闭', '症瘕积块', '跌打瘀肿', '筋骨骨折', '木舌重舌']"
章鱼,8,长蛸、章举、鱆、望潮、小八梢鱼、络蹄、蛸,甘、咸、平,肝、肾,补气、补血、痛经、催乳,['乳汁不足']
乌鱼蛋,8,针乌贼、金乌贼,咸、平,胃、肾,健脾、利水,['水肿']
蟅虫,8,地鳖、土鳖、过街、簸箕虫、蚵蚾虫、地婢虫、山蟑螂、地乌龟、土元、臭虫母、盖子虫、土虫、节节虫、蚂蚁虎,咸、寒,心、肝、脾,逐瘀、破积、通络、理伤,"['症瘕积聚', '血滞经闭', '产后瘀血腹痛', '跌打损伤', '木舌', '重舌']"
乌蛇,8,剑脊乌梢、黑花蛇、乌峰蛇、青蛇、乌风蛇、黄风蛇、青大将、剑脊蛇、黑乌梢、三棱子,甘、咸、平,肺、脾,祛风湿、通经络,"['风湿顽痹', '肌肤不仁', '骨', '关节结核', '风疹疥癣', '麻风', '破伤风', '小儿麻痹症']"
老虎泡,8,老熊泡、牛毛大王、空洞泡、红毛巾,酸、咸、凉,肝、肾,凉血、止血、祛风、除湿、解毒、疗疮,"['血热吐血', '尿血', '便血', '崩漏', '风湿关节痛', '瘰疬', '湿疹', '带下']"
酱,8,0,咸、寒,胃、脾、肾,除热、解毒,"['蜂虿虫伤', '汤火伤']"
地牯牛,8,倒推车、倒退牛、地股牛、山老牛、蚁狮、蚁地狱、地拱、沙虱、沙挼子、摇摇锅、砂牛、倒后虫、退退窝窝、啊喽喽、砂挼子、倒行狗子、睡虫、沙谷牛、沙牛、砂牛虫、金沙牛、沙猫,咸、凉,膀胱,通淋、截疟、软坚、消症、拔毒、去腐,"['砂淋', '疟疾', '疟母', '腹腔症块', '瘰疬结核', '阴疽久溃不倒敛']"
蟛蜞,8,螃蜞,咸、寒,脾,清热、解毒、除湿、止痒,"['痈肿疮毒', '湿癣瘙痒']"
鸢脑,8,鸢、老鹰、鹞鹰、鸢脑髓,咸、温,肾,解毒、止痛,"['头风痛', '痔疮']"
干苔,8,海苔菜、苔菜、石发、海苔、海青菜、海菜,咸、寒,肺、脾、肾,软坚、消结、化痰,"['瘿瘤', '瘰疬', '烦热鼻衄']"
牡蛎肉,8,蛎黄,甘、咸、平,心、肝,滋阴、养血,"['烦热失眠', '心神不安', '丹毒']"
鲛鱼,8,蜡鱼、瑰雷鱼、沙鱼、鳆鱼、溜鱼、鲛鲨,甘、咸、平,脾,0,['补五脏']
鹈鹕嘴,8,斑嘴鹈鹕、淘河、逃河、淘鹤、淘鹅、犁涂、水流鹅,咸、平,大肠,涩肠,['赤白久痢']
牛血,8,0,咸、平,脾,理血、补中,"['便血', '血痢', '经闭', '血虚羸瘦']"
蕲蛇,8,大白花蛇、棋盘蛇、五步蛇、百步蛇,甘、咸、温,肝,祛风、通络、止痉,"['风湿顽痹', '麻木拘挛', '中风口眼歪斜', '半身不遂', '抽搐痉挛', '破伤风', '麻风疥癣']"
南板蓝叶,8,蓝靛叶、靛叶、大青叶,苦、咸、寒,肺、胃、心、肝,清热、解毒、凉血、止血,"['温热病', '高热头痛', '发斑', '肺热咳嗽', '湿热泻痢', '黄疸', '丹毒', '猩红热', '麻疹', '咽喉肿痛', '口疮', '痄腮', '淋马结炎', '肝痈', '吐血', '衄血', '牙龈出血', '崩漏', '疮疖', '蛇虫咬伤']"
蟹爪,8,0,咸、寒,肝,破血、催生,"['产后血瘀腹痛', '难产', '胎死腹中']"
鸡血,8,0,咸、平,肝、心,祛风、活血、通络,"['小儿惊风', '口面歪斜', '痿痹', '折伤', '目赤流泪', '痈疽疮癣']"
牛背鹭,8,黄头鹭、尼鹭、家畜鹭鸶、红头鹭、畜鹭、红头官、放牛郎,咸、平,肺、脾,益气、补虚、托毒、消肿,"['体虚赢瘦', '痈肿疮毒']"
鸱肉,8,0,咸、平,肝、脾、胃,壮骨、益气、定惊、消积,"['软乏力', '癫痫', '肉积']"
人乳汁,8,奶汁,甘、咸、平,心、肺、胃,补血、润燥,"['虚劳羸瘦', '虚风瘫痪', '消渴', '噎膈', '大便燥结', '血虚经闭', '日赤眼昏']"
牦牛角,8,毛犀、牦牛、旄牛、犣牛、猫牛、竹牛、毛牛,酸、咸、凉,心、肝、胃,清热、解毒、凉血、熄风,"['高热惊痫', '血热出血']"
鹦鹉,8,鹦鹘、干皋、鹦哥,甘、咸、温,肺,养阴、润肺,"['肺结核', '肺虚久咳']"
蛏壳,8,蛏子壳,咸、凉,肺、胃,和胃、消肿,"['胃病', '咽喉肿痛']"
鱼草,8,车轴藻,咸、辛、平,肺,祛痰、止咳、平喘,"['咳嗽', '痰多', '胸闷']"
鱼狗,8,鸿、天狗、水狗、鱼虎、鱼师、翠鸟、翠碧、翠碧鸟、鱼翠、钩鱼郎、金鸟仔、翠雀儿、钓鱼郎,咸、平,肺,止痛、定喘、通淋,"['鱼骨喉鲠', '哮喘', '淋痛', '痔疮']"
鲛鲨白,8,鲨鱼白,甘、咸、滑,脾、心、肺、肾,益精、固气、补心、益肺,"['精气不固', '遗精滑泄', '肺虚劳嗽']"
青黛,8,靛、靛花、靛沫、蓝靛、青蛤粉、青缸花、蓝露、淀花、靛沫花,咸、寒,肝,清热、凉血、解毒,"['温病热盛', '斑疹', '吐血', '咯血', '小儿惊痫', '疮肿', '丹毒', '蛇虫咬伤']"
牡蛎,8,左牡蛎、海蛎子壳、左壳、蛎蛤、古贲、左顾牡蛎、牡蛤、蛎房、蚝莆、蚝壳、海蛎子皮、蚝山,咸、微寒,肝、肾,平肝、潜阳、重镇、安神、软坚、散结、收敛、固涩,"['眩晕耳鸣', '惊悸失眠', '瘰疬瘿瘤', '症瘕痞块', '自汗盗汗', '遗精', '崩漏', '带下']"
黄海葵,8,海菊花、沙筒、海腚根,咸、平,肝、脾、大肠,收敛、固涩、祛湿、杀虫,"['痔疮', '脱肛', '白带', '体癣', '蛲虫等']"
铅丹,8,黄丹、朱丹、红丹、漳丹、彰丹、朱粉、松丹、陶丹、铅黄、丹粉、丹、真丹、铅华、虢丹、国丹、东丹、黄龙肝、黄虢丹、障丹、桃丹粉,辛、咸、寒,心、脾、肝,拔毒、生肌、敛疮,"['外用疮疡肿毒', '创伤出血', '烧烫伤']"
海龟胶,8,0,甘、咸、寒,肝、脾、心、胃,滋阴、潜阳、养血、止血,"['久病体虚', '形瘦乏力', '盗汗自汗吐血', '衄血', '崩漏', '白细胞减少']"
蛞蝓,8,鼻涕虫、大蛞蝓、黄蛞蝓、野蛞蝓、双线粘液蛞蝓、陵蠡、土蜗、附蜗、蜒蚰、托胎虫、蛞蜗、蜒蚰螺,咸、寒,肝、肺、大肠,疏风、镇静、固脱、解毒,"['热疮肿毒', '支气管喘息', '痔疮肿毒', '脱肛等']"
羊外肾,8,羊石子、羊肾,甘、咸、温,肾,补肾、益精、助阳,"['肾虚腰痛', '遗精', '带下', '阳痿', '消渴', '小便频数', '疝气', '睾丸肿痛']"
阳起石,8,白石、石生、羊起石、阳石、起阳石,咸、温,肾,温肾、壮阳,"['肾阳虚衰', '腰膝冷痹', '男子阳痿', '女子宫冷', '症瘕崩漏']"
旋复花,8,蕧、盗庚、戴椹、飞天蕊、金钱花、野油花、滴滴金、夏菊、金钱菊、艾菊、迭罗黄、满天星、六月菊、黄熟花、水葵花、金盏花、复花、小黄花、猫耳朵花、驴耳朵花、金沸花、伏花、全福花,咸、温,肺、肝、胃,消痰、下气、软坚、行水,"['胸中痰结', '胁下胀满', '咳喘', '呃逆', '唾如胶漆', '心下痞鞕', '噫气不除', '大腹水肿']"
食盐,8,盐、咸鹾,咸、寒,胃、肾、大肠、小肠,涌吐、清火、凉血、解毒,"['食停上脘', '心腹胀痛', '胸中痰癖', '二便不通', '齿龈出血', '喉痛', '牙痛', '目翳', '疮疡', '毒虫螫伤']"
海蛤壳,8,海蛤、蛤壳,咸、平,手足太阳、阳明,清热、利水、化痰、软坚,"['热痰喘嗽', '水肿', '淋病', '瘿', '瘤', '积聚', '血结胸痛', '血痢', '痔疮', '崩漏', '带下']"
鹭肉,8,白鹭、春鉏、鹭鸶、白乌、丝禽、雪客、一杯鹭、小白鹭、白鹭鸶,咸、平,脾,健脾、益气,"['脾虚赢瘦', '食欲不振', '大便泄泻', '脱肛', '崩漏']"
僵蛹,8,0,咸、辛、平,肝、肺、胃,清热、镇惊、化痰、止咳、消肿、散结,"['高热惊风', '痉挛抽搐', '癫痫', '急性喉炎', '肋腺炎', '急', '慢性支气管炎', '荨麻疹', '高脂血症']"
海螵蛸,8,乌贼骨、墨鱼骨、乌鲗骨、乌贼鱼骨、墨鱼盖,咸、微温,肝、肾,除湿、制酸、止血、敛疮,"['胃痛吞酸', '吐', '衄', '呕血', '便血', '崩漏带下', '血枯经闭', '腹痛症瘕', '虚疟泻痢', '阴蚀烂疮']"
玄参,8,元参、乌元参、黑参、重台、鬼藏、正马、鹿肠、端、玄台、咸、逐马、馥草、野脂麻、山当归、水萝卜,苦、咸、凉,肺、肾,凉血、滋阴、泻火、解毒,"['热病伤阴', '舌绛烦渴', '温毒发斑', '津伤便秘', '骨蒸劳嗽', '目赤', '咽痛', '瘰疠', '白喉', '痈肿疮毒']"
白线蛇,8,黄脊游蛇、白脊蛇、黄脊蛇、白蛇,甘、咸、温,脾、肝,袪风湿,"['风湿关节疼痛', '麻木不仁']"
破布草,8,野甘露、土石蚕、冬虫草、水苏、麻布草、折根药、猫猫菜,微苦、咸、寒,脾、心,消炎、解毒、排脓,"['疮疖', '骨髓炎']"
白鸭肉,8,鹜肉、骛肉,甘、咸、平,肺、脾、肾,补益、气阴、利水、消肿,"['虚劳骨蒸', '咳嗽', '水肿']"
雀头血,8,0,咸、平,肝,明目,['雀盲']
鲫鱼骨,8,0,咸、温,肝,杀虫、敛疮,['疮肿']
鼹鼠,8,缺齿鼹、隐鼠、瞎老鼠、地滚子、翻手老鼠、田鼠,咸、寒,心、肺,解毒、杀虫,"['痈疽疔毒', '痔瘘', '淋病', '蛔虫病']"
西瓜霜,8,西瓜白霜、西瓜硝,咸、寒,脾、肺,0,"['喉风', '喉痹', '口疮', '牙疳', '久嗽咽痛']"
鸭血,8,家鸭,咸、寒,肝、脾,补血、解毒,"['劳伤吐血', '痢疾']"
海胆,8,海肚齐、刺海螺、刺锅子、海锅,咸、平,肝、肾、胃,软坚、散结、化痰,"['淋巴结结核', '痰积不化', '胸胁胀痛']"
柽柳,8,柽、河柳、殷柽、雨师、赤杨、人柳、赤柽、三春柳、春柳、三眠柳、檴落、长寿仙人柳、观音柳、雨丝、蜀柳、垂丝柳、赤柳、西河柳、赤柽柳、西湖柳、红筋条、山川柳、红柳、赤柽木、赤树柳、山柽柳,甘、咸、平,肺、胃、心,疏风、解表、利尿、解毒,"['麻疹难透', '风疹身痒', '感冒', '咳喘', '风湿骨痛']"
熊骨,8,0,咸、微辛、温,肝、肾,祛风、除湿、定惊,"['风湿骨节肿痛', '小儿惊风']"
鸢翅骨,8,鹰翅骨,咸、平,肺,止咳、平喘,['小儿齁咳']
藏羚角,8,羚羊、西藏羚羊、一角兽,咸、凉,胃、肝,清热、解毒、消肿,"['甲状腺肿大', '胃痛', '久泻']"
第1页第2页第3页第4页第5页第6页第7页第8页第9页第10页第11页第12页第13页第14页第15页第16页第17页第18页第19页第20页第21页第22页第23页第24页壁钱,8,壁茧、壁蟢窝、蟏蛸、长踦、蟢子、壁镜、壁虫、壁蟢,咸、平,肺、肝、大肠,0,"['喉痹', '牙疳', '鼻衄', '痔疮下血', '金疮出血']"
虎骨胶,8,虎胶,咸、温,肝、肾,0,['功同骨而滋益从容']
蝙蝠,8,服翼、天鼠、伏翼、飞鼠、老鼠、蟙蟔、仙鼠、夜燕、盐老鼠,咸、平,肝,0,"['久咳', '疟疾', '淋病', '惊风', '目翳', '瘰疬', '金疮']"
海蚯蚓,8,沙蠾,咸、寒,心,清热、解毒、敛疮、生肌,['痈疮肿毒']
扁青,8,白青、碧青、石青、大青、鱼目青,酸、咸、平,肝,涌吐、风痰、明目、解毒,"['癫痫', '惊风', '痰涎壅盛', '目翳', '痈肿']"
车螯,8,蜃、昌娥,甘、咸、寒,脾、肺,清热、解毒、消积、解酒,"['发背痈疽', '疮疖肿毒', '酒积癖块']"
鳖甲,8,团鱼盖、脚鱼壳、上甲、甲鱼、鳖壳、团鱼甲、鳖盖子、甲鱼壳、团鱼壳,咸、平,肝、肾,滋阴、潜阳、软坚、散结、退热、除蒸,"['阴虚发热', '劳热骨蒸', '虚风内动', '经闭', '癓瘕', '久疟疟母']"
狐头,8,0,咸、平,肝,补虚、去风、散结、解毒,"['头晕', '瘰疬']"
家白蚁,8,白蚁、螱、飞蚁,甘、咸、温,肝、脾、肾,滋补、强壮,"['久病或年老体弱', '气血两虚']"
鳖血,8,团鱼血,甘、咸、平,肝,滋阴、清热、活血、通络,"['虚劳潮热', '阴虚低热', '胁痛', '口眼?斜', '脱肛']"
蚕蛹,8,茧蛹、小蜂儿,甘、咸、平,脾、胃,杀虫、疗疳、生津、止渴,"['肺痨', '小儿疳积', '发热', '蛔虫病', '消渴']"
血竭,8,血竭花、麒麟竭、海蜡、麒麟血、木血竭、骐驎竭,甘、咸、平,心、肝,祛瘀、定痛、止血、生肌,"['跌扑折损', '内伤瘀痛', '外伤出血不止']"
鳗鲡鱼骨,8,0,咸、平,大肠、肝、肾,杀虫、敛疮,"['疳痢', '肠风', '崩带', '恶疮', '痔漏']"
鲨鱼皮,8,鲛鱼皮,甘、咸,胃、肺,解鱼毒、消食积、杀痨、杀虫,"['食鱼中毒', '食鱼成积不消', '肺痨']"
对节叶,8,阿上格[苗语]、阿上格,辛、咸、寒,心,清热、解毒、活血、止痛,"['痈肿疮毒', '劳伤疼痛']"
黄颡鱼颊骨,8,0,甘、咸、平,肺,解毒、开痹,['喉痹']
江珧柱,8,马甲柱、角带子、江瑶柱,甘、咸、平,脾、肾,滋阴、补肾、调中、消食,"['消渴', '小便频数', '宿食停滞']"
消石,8,芒消、苦消、化金石、水石、焰消、火消、硝石、北帝元珠、地霜、生消、银消,苦、咸、温,心、脾、肺,破坚、散积、利尿、泻下、解毒、消肿,"['痧胀', '心腹疼痛', '吐泻', '黄疸', '淋病', '便秘', '目亦', '喉痹', '疔毒', '痈肿']"
大头狗,8,毫螭虫、土蚱子、土蚂蚱子、毫离虫、士蚱子,辛、咸、温,脾,利水、消肿、解毒,"['水肿', '小便不利', '流注']"
鳖脂,8,鳖膏、鳖油,甘、咸、平,肝、肾,滋阴、养血、乌须发,"['体弱虚赢', '须发早白']"
紫铜矿,8,0,咸、寒,心、肺,接骨、续筋,['骨折筋伤']
鸱头,8,鹦头、飞鸱头,咸、平,心、肝,祛风、定惊,"['头风', '目眩', '痫疾']"
象皮,8,亚洲象、印度象、灰象皮、白象皮、象皮,甘、咸、温,心、脾,生肌、敛疮,['疮疡久不收口']
鸢油,8,鹰油,甘、咸,肺,软坚、收敛,['疮癣癞']
黄藨根,8,黄泡根,咸、酸、平,肺、肾,祛风、除湿、清热、解毒,['吐血及瘰疬']
黄藨叶,8,0,咸、酸、平,心、肺,解毒、杀虫、收湿、止痒,"['湿疹瘙痒', '黄水疮', '外伤出血', '烫火伤']"
黄羊角,8,蒙古瞪铃、蒙古原羚,咸、寒,肝,平肝、熄风、清热、解毒,"['小儿感冒高热', '小儿惊风', '中风', '瘟病发热']"
蚱蝉,8,鸣蜩、蝒、马蜩、螃、鸣蝉、秋蝉、蜘蟟、蚱蟟、知了、碉、蟧、炸蟟,咸、甘、寒,肝、肺,清热、熄风、镇惊,"['小儿惊风', '癫痫', '夜啼']"
黄梢蛇,8,灰鼠蛇、过树蛇、上竹龙、黄肚蛇、索蛇、过树榕、过树龙、黄肚龙、灰背蛇,甘、咸、平,肝、肾,祛风、止痛、舒筋、活络,"['风湿痹证', '腰腿酸痛', '肢体麻木', '半身炒遂', '小儿麻痹症']"
礞石,8,0,咸、平,肝、肺、胃,坠痰、消食、下气、平肝,"['顽痰癖积', '宿食症瘕', '癫狂惊痫', '咳嗽喘急', '痰涎上壅']"
肉苁蓉,8,肉松蓉、纵蓉、地精、金笋、大芸、黑司令、马足、马芝、寸芸,甘、咸、温,肾、大肠,补肾阳、益精血、润肠、通便,"['阳痿', '不孕', '腰膝酸软', '筋骨无力', '肠燥便秘']"
麻鱼骨,8,0,辛、咸、温,肾、膀胱,利尿、消肿,['水肿']
眼镜蛇,8,吹风蛇、扁头蛇、吹风鳖、饭铲头、蝙蝠蛇、琵琶蛇、饭匙头、万蛇、膨颈蛇、扁颈蛇、五毒蛇、白颈丫、扁头风,甘、咸、温,肝、肾,通经络、袪风湿,"['风湿关节痛', '脚气']"
牛胞衣,8,0,咸、平,心、肝,敛疮、止痢,"['臁疮', '冷痢']"
海月壳,8,明瓦、蜊壳丬,咸、寒,心,解毒、消积,"['小儿麻疹', '疳积', '湿烂疮', '鹤膝风']"
密陀僧,8,炉底、陀僧、金陀僧、蜜陀僧、没多僧、银池、淡银、金炉底、银炉底,咸、辛、平,肝、脾,燥湿、杀虫、敛疮,"['湿疹', '疥', '癣', '腋下狐臭', '疮疡溃破久不收口']"
蟹,8,郭索、蛫、蜅、蜅觜、螃蟹、毛蟹、稻蟹、垪钳、无肠公子、横行介士、方海、胜蓄芳蟹、河蟹、淡水蟹、毛夹子、大闸蟹、方蟹,咸、寒,肝、胃,清热、散血、续绝伤,"['筋骨损伤', '疥癣', '漆疮', '烫伤']"
